DATE,mw,HourlyDryBulbTemperature,hour_of_day,day_of_week,month,year
2017-05-19 01:00:00,1447.92,71.0,1,4,5,2017
2017-05-19 02:00:00,1401.512,71.0,2,4,5,2017
2017-05-19 03:00:00,1377.077,70.0,3,4,5,2017
2017-05-19 04:00:00,1387.154,69.0,4,4,5,2017
2017-05-19 05:00:00,1451.743,70.0,5,4,5,2017
2017-05-19 06:00:00,1554.31,70.0,6,4,5,2017
2017-05-19 07:00:00,1677.061,73.0,7,4,5,2017
2017-05-19 08:00:00,1771.789,74.0,8,4,5,2017
2017-05-19 09:00:00,1886.766,76.0,9,4,5,2017
2017-05-19 10:00:00,1968.569,78.0,10,4,5,2017
2017-05-19 11:00:00,2036.614,77.0,11,4,5,2017
2017-05-19 12:00:00,2051.639,80.0,12,4,5,2017
2017-05-19 13:00:00,2115.897,79.0,13,4,5,2017
2017-05-19 14:00:00,2149.624,81.0,14,4,5,2017
2017-05-19 15:00:00,2175.373,79.0,15,4,5,2017
2017-05-19 16:00:00,2196.19,77.0,16,4,5,2017
2017-05-19 17:00:00,2089.659,72.0,17,4,5,2017
2017-05-19 18:00:00,1979.541,72.0,18,4,5,2017
2017-05-19 19:00:00,1888.224,71.0,19,4,5,2017
2017-05-19 20:00:00,1835.335,68.0,20,4,5,2017
2017-05-19 21:00:00,1765.4,65.0,21,4,5,2017
2017-05-19 22:00:00,1651.839,64.0,22,4,5,2017
2017-05-19 23:00:00,1510.732,61.0,23,4,5,2017
2017-05-20 00:00:00,1389.129,60.0,0,5,5,2017
2017-05-20 01:00:00,1284.314,60.0,1,5,5,2017
2017-05-20 02:00:00,1247.478,60.0,2,5,5,2017
2017-05-20 03:00:00,1229.866,59.0,3,5,5,2017
2017-05-20 04:00:00,1218.42,57.0,4,5,5,2017
2017-05-20 05:00:00,1222.09,58.0,5,5,5,2017
2017-05-20 06:00:00,1230.271,59.0,6,5,5,2017
2017-05-20 07:00:00,1290.7,59.0,7,5,5,2017
2017-05-20 08:00:00,1339.922,61.0,8,5,5,2017
2017-05-20 09:00:00,1406.879,61.0,9,5,5,2017
2017-05-20 10:00:00,1441.045,62.0,10,5,5,2017
2017-05-20 11:00:00,1459.204,63.0,11,5,5,2017
2017-05-20 12:00:00,1474.447,67.0,12,5,5,2017
2017-05-20 13:00:00,1482.101,68.0,13,5,5,2017
2017-05-20 14:00:00,1513.324,70.0,14,5,5,2017
2017-05-20 15:00:00,1554.123,71.0,15,5,5,2017
2017-05-20 16:00:00,1594.89,71.0,16,5,5,2017
2017-05-20 17:00:00,1628.122,70.0,17,5,5,2017
2017-05-20 18:00:00,1608.369,69.0,18,5,5,2017
2017-05-20 19:00:00,1566.677,66.0,19,5,5,2017
2017-05-20 20:00:00,1547.541,63.0,20,5,5,2017
2017-05-20 21:00:00,1522.71,61.0,21,5,5,2017
2017-05-20 22:00:00,1436.33,61.0,22,5,5,2017
2017-05-20 23:00:00,1341.659,60.0,23,5,5,2017
2017-05-21 00:00:00,1247.074,60.0,0,6,5,2017
2017-05-21 01:00:00,1205.937,60.0,1,6,5,2017
2017-05-21 02:00:00,1166.837,60.0,2,6,5,2017
2017-05-21 03:00:00,1153.547,59.0,3,6,5,2017
2017-05-21 04:00:00,1153.053,59.0,4,6,5,2017
2017-05-21 05:00:00,1161.663,60.0,5,6,5,2017
2017-05-21 06:00:00,1151.695,62.0,6,6,5,2017
2017-05-21 07:00:00,1203.45,66.0,7,6,5,2017
2017-05-21 08:00:00,1296.895,70.0,8,6,5,2017
2017-05-21 09:00:00,1380.505,73.0,9,6,5,2017
2017-05-21 10:00:00,1468.809,75.0,10,6,5,2017
2017-05-21 11:00:00,1527.696,74.0,11,6,5,2017
2017-05-21 12:00:00,1541.215,75.0,12,6,5,2017
2017-05-21 13:00:00,1583.361,69.0,13,6,5,2017
2017-05-21 14:00:00,1580.098,68.0,14,6,5,2017
2017-05-21 15:00:00,1560.738,65.0,15,6,5,2017
2017-05-21 16:00:00,1577.68,67.0,16,6,5,2017
2017-05-21 17:00:00,1575.82,66.0,17,6,5,2017
2017-05-21 18:00:00,1566.68,66.0,18,6,5,2017
2017-05-21 19:00:00,1551.556,66.0,19,6,5,2017
2017-05-21 20:00:00,1558.339,66.0,20,6,5,2017
2017-05-21 21:00:00,1567.307,65.0,21,6,5,2017
2017-05-21 22:00:00,1479.681,63.0,22,6,5,2017
2017-05-21 23:00:00,1377.912,62.0,23,6,5,2017
2017-05-22 00:00:00,1292.608,61.0,0,0,5,2017
2017-05-22 01:00:00,1242.523,62.0,1,0,5,2017
2017-05-22 02:00:00,1207.116,63.0,2,0,5,2017
2017-05-22 03:00:00,1220.771,63.0,3,0,5,2017
2017-05-22 04:00:00,1253.955,63.0,4,0,5,2017
2017-05-22 05:00:00,1330.014,64.0,5,0,5,2017
2017-05-22 06:00:00,1421.034,61.0,6,0,5,2017
2017-05-22 07:00:00,1487.703,62.0,7,0,5,2017
2017-05-22 08:00:00,1538.705,63.0,8,0,5,2017
2017-05-22 09:00:00,1585.472,64.0,9,0,5,2017
2017-05-22 10:00:00,1623.523,62.0,10,0,5,2017
2017-05-22 11:00:00,1627.233,65.0,11,0,5,2017
2017-05-22 12:00:00,1627.233,65.0,12,0,5,2017
2017-05-22 13:00:00,1639.224,64.0,13,0,5,2017
2017-05-22 14:00:00,1652.955,65.0,14,0,5,2017
2017-05-22 15:00:00,1630.988,65.0,15,0,5,2017
2017-05-22 16:00:00,1640.737,65.0,16,0,5,2017
2017-05-22 17:00:00,1606.43,64.0,17,0,5,2017
2017-05-22 18:00:00,1542.398,62.0,18,0,5,2017
2017-05-22 19:00:00,1522.121,61.0,19,0,5,2017
2017-05-22 20:00:00,1493.294,60.0,20,0,5,2017
2017-05-22 21:00:00,1488.242,59.0,21,0,5,2017
2017-05-22 22:00:00,1386.687,58.0,22,0,5,2017
2017-05-22 23:00:00,1271.262,56.0,23,0,5,2017
2017-05-23 00:00:00,1180.787,57.0,0,1,5,2017
2017-05-23 01:00:00,1148.12,52.0,1,1,5,2017
2017-05-23 02:00:00,1120.333,50.0,2,1,5,2017
2017-05-23 03:00:00,1110.225,50.0,3,1,5,2017
2017-05-23 04:00:00,1127.626,50.0,4,1,5,2017
2017-05-23 05:00:00,1181.611,51.0,5,1,5,2017
2017-05-23 06:00:00,1265.504,52.0,6,1,5,2017
2017-05-23 07:00:00,1345.909,56.0,7,1,5,2017
2017-05-23 08:00:00,1409.949,62.0,8,1,5,2017
2017-05-23 09:00:00,1476.721,64.0,9,1,5,2017
2017-05-23 10:00:00,1523.393,66.0,10,1,5,2017
2017-05-23 11:00:00,1550.652,68.0,11,1,5,2017
2017-05-23 12:00:00,1583.469,69.0,12,1,5,2017
2017-05-23 13:00:00,1611.845,70.0,13,1,5,2017
2017-05-23 14:00:00,1612.523,71.0,14,1,5,2017
2017-05-23 15:00:00,1626.793,70.0,15,1,5,2017
2017-05-23 16:00:00,1618.224,70.0,16,1,5,2017
2017-05-23 17:00:00,1613.319,67.0,17,1,5,2017
2017-05-23 18:00:00,1581.873,65.0,18,1,5,2017
2017-05-23 19:00:00,1556.234,63.0,19,1,5,2017
2017-05-23 20:00:00,1581.451,63.0,20,1,5,2017
2017-05-23 21:00:00,1561.589,61.0,21,1,5,2017
2017-05-23 22:00:00,1464.529,60.0,22,1,5,2017
2017-05-23 23:00:00,1350.674,59.0,23,1,5,2017
2017-05-24 00:00:00,1255.754,59.0,0,2,5,2017
2017-05-24 01:00:00,1208.668,58.0,1,2,5,2017
2017-05-24 02:00:00,1187.463,58.0,2,2,5,2017
2017-05-24 03:00:00,1174.781,58.0,3,2,5,2017
2017-05-24 04:00:00,1190.655,58.0,4,2,5,2017
2017-05-24 05:00:00,1269.162,58.0,5,2,5,2017
2017-05-24 06:00:00,1352.918,59.0,6,2,5,2017
2017-05-24 07:00:00,1437.487,60.0,7,2,5,2017
2017-05-24 08:00:00,1505.724,62.0,8,2,5,2017
2017-05-24 09:00:00,1544.817,64.0,9,2,5,2017
2017-05-24 10:00:00,1568.578,64.0,10,2,5,2017
2017-05-24 11:00:00,1581.487,63.0,11,2,5,2017
2017-05-24 12:00:00,1591.892,61.0,12,2,5,2017
2017-05-24 13:00:00,1585.872,65.0,13,2,5,2017
2017-05-24 14:00:00,1580.119,65.0,14,2,5,2017
2017-05-24 15:00:00,1575.678,67.0,15,2,5,2017
2017-05-24 16:00:00,1606.721,64.0,16,2,5,2017
2017-05-24 17:00:00,1572.875,60.0,17,2,5,2017
2017-05-24 18:00:00,1549.035,58.0,18,2,5,2017
2017-05-24 19:00:00,1511.788,58.0,19,2,5,2017
2017-05-24 20:00:00,1537.702,59.0,20,2,5,2017
2017-05-24 21:00:00,1504.494,58.0,21,2,5,2017
2017-05-24 22:00:00,1375.21,59.0,22,2,5,2017
2017-05-24 23:00:00,1273.553,58.0,23,2,5,2017
2017-05-25 00:00:00,1214.389,57.0,0,3,5,2017
2017-05-25 01:00:00,1194.455,57.0,1,3,5,2017
2017-05-25 02:00:00,1173.774,55.0,2,3,5,2017
2017-05-25 03:00:00,1171.28,55.0,3,3,5,2017
2017-05-25 04:00:00,1174.863,55.0,4,3,5,2017
2017-05-25 05:00:00,1224.168,55.0,5,3,5,2017
2017-05-25 06:00:00,1330.174,55.0,6,3,5,2017
2017-05-25 07:00:00,1431.015,56.0,7,3,5,2017
2017-05-25 08:00:00,1490.158,57.0,8,3,5,2017
2017-05-25 09:00:00,1503.245,57.0,9,3,5,2017
2017-05-25 10:00:00,1545.339,58.0,10,3,5,2017
2017-05-25 11:00:00,1560.367,61.0,11,3,5,2017
2017-05-25 12:00:00,1583.662,63.0,12,3,5,2017
2017-05-25 13:00:00,1583.563,66.0,13,3,5,2017
2017-05-25 14:00:00,1587.538,68.0,14,3,5,2017
2017-05-25 15:00:00,1578.621,63.0,15,3,5,2017
2017-05-25 16:00:00,1578.632,63.0,16,3,5,2017
2017-05-25 17:00:00,1568.345,60.0,17,3,5,2017
2017-05-25 18:00:00,1531.818,60.0,18,3,5,2017
2017-05-25 19:00:00,1515.508,60.0,19,3,5,2017
2017-05-25 20:00:00,1507.388,58.0,20,3,5,2017
2017-05-25 21:00:00,1477.219,58.0,21,3,5,2017
2017-05-25 22:00:00,1406.568,57.0,22,3,5,2017
2017-05-25 23:00:00,1304.36,57.0,23,3,5,2017
2017-05-26 00:00:00,1241.002,57.0,0,4,5,2017
2017-05-26 01:00:00,1201.253,57.0,1,4,5,2017
2017-05-26 02:00:00,1157.028,57.0,2,4,5,2017
2017-05-26 03:00:00,1166.502,57.0,3,4,5,2017
2017-05-26 04:00:00,1185.489,58.0,4,4,5,2017
2017-05-26 05:00:00,1232.071,58.0,5,4,5,2017
2017-05-26 06:00:00,1334.186,58.0,6,4,5,2017
2017-05-26 07:00:00,1420.673,59.0,7,4,5,2017
2017-05-26 08:00:00,1463.016,58.0,8,4,5,2017
2017-05-26 09:00:00,1508.187,57.0,9,4,5,2017
2017-05-26 10:00:00,1548.065,59.0,10,4,5,2017
2017-05-26 11:00:00,1538.709,58.0,11,4,5,2017
2017-05-26 12:00:00,1542.814,62.0,12,4,5,2017
2017-05-26 13:00:00,1539.523,63.0,13,4,5,2017
2017-05-26 14:00:00,1535.983,65.0,14,4,5,2017
2017-05-26 15:00:00,1496.579,67.0,15,4,5,2017
2017-05-26 16:00:00,1501.143,66.0,16,4,5,2017
2017-05-26 17:00:00,1492.91,66.0,17,4,5,2017
2017-05-26 18:00:00,1461.016,65.0,18,4,5,2017
2017-05-26 19:00:00,1414.635,62.0,19,4,5,2017
2017-05-26 20:00:00,1396.949,61.0,20,4,5,2017
2017-05-26 21:00:00,1409.71,62.0,21,4,5,2017
2017-05-26 22:00:00,1339.729,61.0,22,4,5,2017
2017-05-26 23:00:00,1255.597,59.0,23,4,5,2017
2017-05-27 00:00:00,1187.438,58.0,0,5,5,2017
2017-05-27 01:00:00,1132.645,56.0,1,5,5,2017
2017-05-27 02:00:00,1107.518,56.0,2,5,5,2017
2017-05-27 03:00:00,1105.644,56.0,3,5,5,2017
2017-05-27 04:00:00,1090.933,57.0,4,5,5,2017
2017-05-27 05:00:00,1115.907,56.0,5,5,5,2017
2017-05-27 06:00:00,1152.125,56.0,6,5,5,2017
2017-05-27 07:00:00,1175.213,57.0,7,5,5,2017
2017-05-27 08:00:00,1215.053,60.0,8,5,5,2017
2017-05-27 09:00:00,1290.661,60.0,9,5,5,2017
2017-05-27 10:00:00,1334.091,61.0,10,5,5,2017
2017-05-27 11:00:00,1367.549,63.0,11,5,5,2017
2017-05-27 12:00:00,1385.927,66.0,12,5,5,2017
2017-05-27 13:00:00,1378.63,67.0,13,5,5,2017
2017-05-27 14:00:00,1389.787,67.0,14,5,5,2017
2017-05-27 15:00:00,1381.893,68.0,15,5,5,2017
2017-05-27 16:00:00,1395.243,70.0,16,5,5,2017
2017-05-27 17:00:00,1412.225,69.0,17,5,5,2017
2017-05-27 18:00:00,1416.873,68.0,18,5,5,2017
2017-05-27 19:00:00,1399.178,67.0,19,5,5,2017
2017-05-27 20:00:00,1419.314,65.0,20,5,5,2017
2017-05-27 21:00:00,1426.433,64.0,21,5,5,2017
2017-05-27 22:00:00,1347.337,63.0,22,5,5,2017
2017-05-27 23:00:00,1280.013,61.0,23,5,5,2017
2017-05-28 00:00:00,1188.871,60.0,0,6,5,2017
2017-05-28 01:00:00,1160.793,60.0,1,6,5,2017
2017-05-28 02:00:00,1130.279,60.0,2,6,5,2017
2017-05-28 03:00:00,1113.115,59.0,3,6,5,2017
2017-05-28 04:00:00,1104.932,57.0,4,6,5,2017
2017-05-28 05:00:00,1114.963,58.0,5,6,5,2017
2017-05-28 06:00:00,1107.104,60.0,6,6,5,2017
2017-05-28 07:00:00,1136.546,64.0,7,6,5,2017
2017-05-28 08:00:00,1210.128,69.0,8,6,5,2017
2017-05-28 09:00:00,1294.072,71.0,9,6,5,2017
2017-05-28 10:00:00,1362.26,72.0,10,6,5,2017
2017-05-28 11:00:00,1405.434,71.0,11,6,5,2017
2017-05-28 12:00:00,1453.764,73.0,12,6,5,2017
2017-05-28 13:00:00,1470.804,73.0,13,6,5,2017
2017-05-28 14:00:00,1488.438,75.0,14,6,5,2017
2017-05-28 15:00:00,1531.886,76.0,15,6,5,2017
2017-05-28 16:00:00,1573.39,71.0,16,6,5,2017
2017-05-28 17:00:00,1592.935,76.0,17,6,5,2017
2017-05-28 18:00:00,1590.961,74.0,18,6,5,2017
2017-05-28 19:00:00,1563.946,72.0,19,6,5,2017
2017-05-28 20:00:00,1553.259,71.0,20,6,5,2017
2017-05-28 21:00:00,1554.573,70.0,21,6,5,2017
2017-05-28 22:00:00,1486.467,68.0,22,6,5,2017
2017-05-28 23:00:00,1394.859,68.0,23,6,5,2017
2017-05-29 00:00:00,1318.218,65.0,0,0,5,2017
2017-05-29 01:00:00,1243.259,62.0,1,0,5,2017
2017-05-29 02:00:00,1198.275,62.0,2,0,5,2017
2017-05-29 03:00:00,1169.95,62.0,3,0,5,2017
2017-05-29 04:00:00,1158.623,61.0,4,0,5,2017
2017-05-29 05:00:00,1166.885,60.0,5,0,5,2017
2017-05-29 06:00:00,1160.096,61.0,6,0,5,2017
2017-05-29 07:00:00,1199.494,65.0,7,0,5,2017
2017-05-29 08:00:00,1271.372,68.0,8,0,5,2017
2017-05-29 09:00:00,1367.223,71.0,9,0,5,2017
2017-05-29 10:00:00,1443.251,72.0,10,0,5,2017
2017-05-29 11:00:00,1503.363,74.0,11,0,5,2017
2017-05-29 12:00:00,1541.698,74.0,12,0,5,2017
2017-05-29 13:00:00,1573.718,73.0,13,0,5,2017
2017-05-29 14:00:00,1597.495,77.0,14,0,5,2017
2017-05-29 15:00:00,1611.443,77.0,15,0,5,2017
2017-05-29 16:00:00,1651.754,77.0,16,0,5,2017
2017-05-29 17:00:00,1673.584,75.0,17,0,5,2017
2017-05-29 18:00:00,1652.97,74.0,18,0,5,2017
2017-05-29 19:00:00,1599.088,69.0,19,0,5,2017
2017-05-29 20:00:00,1585.035,67.0,20,0,5,2017
2017-05-29 21:00:00,1554.17,66.0,21,0,5,2017
2017-05-29 22:00:00,1464.918,65.0,22,0,5,2017
2017-05-29 23:00:00,1356.363,66.0,23,0,5,2017
2017-05-30 00:00:00,1259.292,65.0,0,1,5,2017
2017-05-30 01:00:00,1205.154,64.0,1,1,5,2017
2017-05-30 02:00:00,1187.062,65.0,2,1,5,2017
2017-05-30 03:00:00,1181.184,64.0,3,1,5,2017
2017-05-30 04:00:00,1186.734,62.0,4,1,5,2017
2017-05-30 05:00:00,1248.021,63.0,5,1,5,2017
2017-05-30 06:00:00,1327.055,66.0,6,1,5,2017
2017-05-30 07:00:00,1452.124,68.0,7,1,5,2017
2017-05-30 08:00:00,1564.238,70.0,8,1,5,2017
2017-05-30 09:00:00,1649.408,72.0,9,1,5,2017
2017-05-30 10:00:00,1734.864,74.0,10,1,5,2017
2017-05-30 11:00:00,1785.695,76.0,11,1,5,2017
2017-05-30 12:00:00,1827.483,75.0,12,1,5,2017
2017-05-30 13:00:00,1860.321,75.0,13,1,5,2017
2017-05-30 14:00:00,1866.521,78.0,14,1,5,2017
2017-05-30 15:00:00,1867.141,78.0,15,1,5,2017
2017-05-30 16:00:00,1892.83,76.0,16,1,5,2017
2017-05-30 17:00:00,1887.668,75.0,17,1,5,2017
2017-05-30 18:00:00,1842.451,73.0,18,1,5,2017
2017-05-30 19:00:00,1758.283,71.0,19,1,5,2017
2017-05-30 20:00:00,1717.677,70.0,20,1,5,2017
2017-05-30 21:00:00,1684.868,66.0,21,1,5,2017
2017-05-30 22:00:00,1575.529,63.0,22,1,5,2017
2017-05-30 23:00:00,1432.147,63.0,23,1,5,2017
2017-05-31 00:00:00,1309.359,60.0,0,2,5,2017
2017-05-31 01:00:00,1256.04,61.0,1,2,5,2017
2017-05-31 02:00:00,1223.454,58.0,2,2,5,2017
2017-05-31 03:00:00,1214.198,57.0,3,2,5,2017
2017-05-31 04:00:00,1217.998,57.0,4,2,5,2017
2017-05-31 05:00:00,1278.064,57.0,5,2,5,2017
2017-05-31 06:00:00,1355.292,60.0,6,2,5,2017
2017-05-31 07:00:00,1473.348,65.0,7,2,5,2017
2017-05-31 08:00:00,1559.411,69.0,8,2,5,2017
2017-05-31 09:00:00,1625.822,71.0,9,2,5,2017
2017-05-31 10:00:00,1678.35,73.0,10,2,5,2017
2017-05-31 11:00:00,1715.383,73.0,11,2,5,2017
2017-05-31 12:00:00,1771.1,75.0,12,2,5,2017
2017-05-31 13:00:00,1813.476,75.0,13,2,5,2017
2017-05-31 14:00:00,1806.366,76.0,14,2,5,2017
2017-05-31 15:00:00,1792.823,57.0,15,2,5,2017
2017-05-31 16:00:00,1707.278,60.0,16,2,5,2017
2017-05-31 17:00:00,1636.288,62.0,17,2,5,2017
2017-05-31 18:00:00,1622.373,61.0,18,2,5,2017
2017-05-31 19:00:00,1589.879,60.0,19,2,5,2017
2017-05-31 20:00:00,1547.994,58.0,20,2,5,2017
2017-05-31 21:00:00,1534.592,58.0,21,2,5,2017
2017-05-31 22:00:00,1437.892,57.0,22,2,5,2017
2017-05-31 23:00:00,1340.364,57.0,23,2,5,2017
2017-06-01 00:00:00,1246.581,56.0,0,3,6,2017
2017-06-01 01:00:00,1189.553,56.0,1,3,6,2017
2017-06-01 02:00:00,1165.845,56.0,2,3,6,2017
2017-06-01 03:00:00,1124.988,55.0,3,3,6,2017
2017-06-01 04:00:00,1139.161,55.0,4,3,6,2017
2017-06-01 05:00:00,1204.184,56.0,5,3,6,2017
2017-06-01 06:00:00,1269.375,59.0,6,3,6,2017
2017-06-01 07:00:00,1361.6,61.0,7,3,6,2017
2017-06-01 08:00:00,1450.379,64.0,8,3,6,2017
2017-06-01 09:00:00,1511.023,67.0,9,3,6,2017
2017-06-01 10:00:00,1552.627,68.0,10,3,6,2017
2017-06-01 11:00:00,1559.451,70.0,11,3,6,2017
2017-06-01 12:00:00,1572.611,70.0,12,3,6,2017
2017-06-01 13:00:00,1668.134,73.0,13,3,6,2017
2017-06-01 14:00:00,1679.591,71.0,14,3,6,2017
2017-06-01 15:00:00,1708.694,73.0,15,3,6,2017
2017-06-01 16:00:00,1716.853,73.0,16,3,6,2017
2017-06-01 17:00:00,1712.046,71.0,17,3,6,2017
2017-06-01 18:00:00,1684.907,70.0,18,3,6,2017
2017-06-01 19:00:00,1630.662,68.0,19,3,6,2017
2017-06-01 20:00:00,1583.099,66.0,20,3,6,2017
2017-06-01 21:00:00,1569.832,63.0,21,3,6,2017
2017-06-01 22:00:00,1456.711,63.0,22,3,6,2017
2017-06-01 23:00:00,1330.407,62.0,23,3,6,2017
2017-06-02 00:00:00,1236.819,60.0,0,4,6,2017
2017-06-02 01:00:00,1179.862,58.0,1,4,6,2017
2017-06-02 02:00:00,1148.595,59.0,2,4,6,2017
2017-06-02 03:00:00,1136.416,58.0,3,4,6,2017
2017-06-02 04:00:00,1144.99,56.0,4,4,6,2017
2017-06-02 05:00:00,1209.496,57.0,5,4,6,2017
2017-06-02 06:00:00,1280.508,61.0,6,4,6,2017
2017-06-02 07:00:00,1397.393,66.0,7,4,6,2017
2017-06-02 08:00:00,1485.437,67.0,8,4,6,2017
2017-06-02 09:00:00,1555.392,70.0,9,4,6,2017
2017-06-02 10:00:00,1599.46,72.0,10,4,6,2017
2017-06-02 11:00:00,1620.57,73.0,11,4,6,2017
2017-06-02 12:00:00,1646.939,73.0,12,4,6,2017
2017-06-02 13:00:00,1664.686,75.0,13,4,6,2017
2017-06-02 14:00:00,1681.759,75.0,14,4,6,2017
2017-06-02 15:00:00,1694.525,73.0,15,4,6,2017
2017-06-02 16:00:00,1696.2,74.0,16,4,6,2017
2017-06-02 17:00:00,1701.065,74.0,17,4,6,2017
2017-06-02 18:00:00,1666.412,72.0,18,4,6,2017
2017-06-02 19:00:00,1606.269,69.0,19,4,6,2017
2017-06-02 20:00:00,1554.76,68.0,20,4,6,2017
2017-06-02 21:00:00,1521.376,67.0,21,4,6,2017
2017-06-02 22:00:00,1444.273,66.0,22,4,6,2017
2017-06-02 23:00:00,1327.236,63.0,23,4,6,2017
2017-06-03 00:00:00,1245.398,63.0,0,5,6,2017
2017-06-03 01:00:00,1188.461,63.0,1,5,6,2017
2017-06-03 02:00:00,1157.355,63.0,2,5,6,2017
2017-06-03 03:00:00,1142.65,63.0,3,5,6,2017
2017-06-03 04:00:00,1145.622,61.0,4,5,6,2017
2017-06-03 05:00:00,1158.976,61.0,5,5,6,2017
2017-06-03 06:00:00,1161.169,62.0,6,5,6,2017
2017-06-03 07:00:00,1209.612,65.0,7,5,6,2017
2017-06-03 08:00:00,1295.88,69.0,8,5,6,2017
2017-06-03 09:00:00,1384.028,72.0,9,5,6,2017
2017-06-03 10:00:00,1452.817,74.0,10,5,6,2017
2017-06-03 11:00:00,1509.851,76.0,11,5,6,2017
2017-06-03 12:00:00,1540.177,77.0,12,5,6,2017
2017-06-03 13:00:00,1565.147,77.0,13,5,6,2017
2017-06-03 14:00:00,1596.701,78.0,14,5,6,2017
2017-06-03 15:00:00,1650.879,79.0,15,5,6,2017
2017-06-03 16:00:00,1692.154,79.0,16,5,6,2017
2017-06-03 17:00:00,1718.168,77.0,17,5,6,2017
2017-06-03 18:00:00,1703.968,75.0,18,5,6,2017
2017-06-03 19:00:00,1665.172,73.0,19,5,6,2017
2017-06-03 20:00:00,1615.386,72.0,20,5,6,2017
2017-06-03 21:00:00,1584.301,70.0,21,5,6,2017
2017-06-03 22:00:00,1495.062,64.0,22,5,6,2017
2017-06-03 23:00:00,1375.268,63.0,23,5,6,2017
2017-06-04 00:00:00,1277.463,65.0,0,6,6,2017
2017-06-04 01:00:00,1220.034,62.0,1,6,6,2017
2017-06-04 02:00:00,1184.972,61.0,2,6,6,2017
2017-06-04 03:00:00,1154.986,60.0,3,6,6,2017
2017-06-04 04:00:00,1145.838,60.0,4,6,6,2017
2017-06-04 05:00:00,1155.661,61.0,5,6,6,2017
2017-06-04 06:00:00,1157.002,62.0,6,6,6,2017
2017-06-04 07:00:00,1195.056,63.0,7,6,6,2017
2017-06-04 08:00:00,1245.078,65.0,8,6,6,2017
2017-06-04 09:00:00,1331.229,73.0,9,6,6,2017
2017-06-04 10:00:00,1393.517,79.0,10,6,6,2017
2017-06-04 11:00:00,1474.955,80.0,11,6,6,2017
2017-06-04 12:00:00,1545.799,82.0,12,6,6,2017
2017-06-04 13:00:00,1587.261,75.0,13,6,6,2017
2017-06-04 14:00:00,1572.283,69.0,14,6,6,2017
2017-06-04 15:00:00,1536.775,67.0,15,6,6,2017
2017-06-04 16:00:00,1529.273,66.0,16,6,6,2017
2017-06-04 17:00:00,1523.369,67.0,17,6,6,2017
2017-06-04 18:00:00,1507.237,67.0,18,6,6,2017
2017-06-04 19:00:00,1502.822,66.0,19,6,6,2017
2017-06-04 20:00:00,1517.67,67.0,20,6,6,2017
2017-06-04 21:00:00,1514.453,67.0,21,6,6,2017
2017-06-04 22:00:00,1423.861,65.0,22,6,6,2017
2017-06-04 23:00:00,1321.481,65.0,23,6,6,2017
2017-06-05 00:00:00,1247.165,64.0,0,0,6,2017
2017-06-05 01:00:00,1203.11,64.0,1,0,6,2017
2017-06-05 02:00:00,1183.757,63.0,2,0,6,2017
2017-06-05 03:00:00,1181.804,64.0,3,0,6,2017
2017-06-05 04:00:00,1205.246,66.0,4,0,6,2017
2017-06-05 05:00:00,1284.536,66.0,5,0,6,2017
2017-06-05 06:00:00,1358.194,64.0,6,0,6,2017
2017-06-05 07:00:00,1473.385,63.0,7,0,6,2017
2017-06-05 08:00:00,1548.241,64.0,8,0,6,2017
2017-06-05 09:00:00,1580.047,65.0,9,0,6,2017
2017-06-05 10:00:00,1639.367,68.0,10,0,6,2017
2017-06-05 11:00:00,1686.032,72.0,11,0,6,2017
2017-06-05 12:00:00,1733.291,72.0,12,0,6,2017
2017-06-05 13:00:00,1795.943,74.0,13,0,6,2017
2017-06-05 14:00:00,1828.748,73.0,14,0,6,2017
2017-06-05 15:00:00,1808.774,69.0,15,0,6,2017
2017-06-05 16:00:00,1780.058,69.0,16,0,6,2017
2017-06-05 17:00:00,1780.824,68.0,17,0,6,2017
2017-06-05 18:00:00,1754.556,67.0,18,0,6,2017
2017-06-05 19:00:00,1686.178,64.0,19,0,6,2017
2017-06-05 20:00:00,1618.789,60.0,20,0,6,2017
2017-06-05 21:00:00,1601.563,59.0,21,0,6,2017
2017-06-05 22:00:00,1475.414,59.0,22,0,6,2017
2017-06-05 23:00:00,1347.217,57.0,23,0,6,2017
2017-06-06 00:00:00,1259.43,57.0,0,1,6,2017
2017-06-06 01:00:00,1202.595,56.0,1,1,6,2017
2017-06-06 02:00:00,1168.852,54.0,2,1,6,2017
2017-06-06 03:00:00,1144.069,54.0,3,1,6,2017
2017-06-06 04:00:00,1164.022,54.0,4,1,6,2017
2017-06-06 05:00:00,1232.336,55.0,5,1,6,2017
2017-06-06 06:00:00,1305.171,56.0,6,1,6,2017
2017-06-06 07:00:00,1391.456,57.0,7,1,6,2017
2017-06-06 08:00:00,1455.132,60.0,8,1,6,2017
2017-06-06 09:00:00,1492.647,60.0,9,1,6,2017
2017-06-06 10:00:00,1546.94,62.0,10,1,6,2017
2017-06-06 11:00:00,1557.759,61.0,11,1,6,2017
2017-06-06 12:00:00,1560.882,63.0,12,1,6,2017
2017-06-06 13:00:00,1561.651,62.0,13,1,6,2017
2017-06-06 14:00:00,1550.668,62.0,14,1,6,2017
2017-06-06 15:00:00,1541.298,64.0,15,1,6,2017
2017-06-06 16:00:00,1527.948,62.0,16,1,6,2017
2017-06-06 17:00:00,1514.903,63.0,17,1,6,2017
2017-06-06 18:00:00,1491.569,62.0,18,1,6,2017
