DATE,mw,HourlyDryBulbTemperature,hour_of_day,day_of_week,month,year
2017-02-01 00:00:00,1419.881,37.0,0,2,2,2017
2017-02-01 01:00:00,1379.505,37.0,1,2,2,2017
2017-02-01 02:00:00,1366.106,36.0,2,2,2,2017
2017-02-01 03:00:00,1364.453,36.0,3,2,2,2017
2017-02-01 04:00:00,1391.265,36.0,4,2,2,2017
2017-02-01 05:00:00,1477.343,36.0,5,2,2,2017
2017-02-01 06:00:00,1585.252,34.0,6,2,2,2017
2017-02-01 07:00:00,1671.412,33.0,7,2,2,2017
2017-02-01 08:00:00,1708.597,34.0,8,2,2,2017
2017-02-01 09:00:00,1713.813,35.0,9,2,2,2017
2017-02-01 10:00:00,1741.466,32.0,10,2,2,2017
2017-02-01 11:00:00,1724.95,36.0,11,2,2,2017
2017-02-01 12:00:00,1718.228,36.0,12,2,2,2017
2017-02-01 13:00:00,1718.995,37.0,13,2,2,2017
2017-02-01 14:00:00,1705.024,36.0,14,2,2,2017
2017-02-01 15:00:00,1675.82,37.0,15,2,2,2017
2017-02-01 16:00:00,1691.804,36.0,16,2,2,2017
2017-02-01 17:00:00,1750.203,36.0,17,2,2,2017
2017-02-01 18:00:00,1773.542,36.0,18,2,2,2017
2017-02-01 19:00:00,1729.201,36.0,19,2,2,2017
2017-02-01 20:00:00,1710.319,35.0,20,2,2,2017
2017-02-01 21:00:00,1644.154,35.0,21,2,2,2017
2017-02-01 22:00:00,1550.903,34.0,22,2,2,2017
2017-02-01 23:00:00,1474.326,34.0,23,2,2,2017
2017-02-02 00:00:00,1422.477,34.0,0,3,2,2017
2017-02-02 01:00:00,1385.905,33.0,1,3,2,2017
2017-02-02 02:00:00,1370.147,33.0,2,3,2,2017
2017-02-02 03:00:00,1365.974,32.0,3,3,2,2017
2017-02-02 04:00:00,1400.753,32.0,4,3,2,2017
2017-02-02 05:00:00,1470.75,31.0,5,3,2,2017
2017-02-02 06:00:00,1604.519,30.0,6,3,2,2017
2017-02-02 07:00:00,1692.088,30.0,7,3,2,2017
2017-02-02 08:00:00,1708.432,31.0,8,3,2,2017
2017-02-02 09:00:00,1722.574,32.0,9,3,2,2017
2017-02-02 10:00:00,1727.146,30.0,10,3,2,2017
2017-02-02 11:00:00,1742.229,31.0,11,3,2,2017
2017-02-02 12:00:00,1725.753,32.0,12,3,2,2017
2017-02-02 13:00:00,1697.097,34.0,13,3,2,2017
2017-02-02 14:00:00,1676.936,32.0,14,3,2,2017
2017-02-02 15:00:00,1661.456,32.0,15,3,2,2017
2017-02-02 16:00:00,1657.424,31.0,16,3,2,2017
2017-02-02 17:00:00,1723.005,30.0,17,3,2,2017
2017-02-02 18:00:00,1797.257,29.0,18,3,2,2017
2017-02-02 19:00:00,1779.385,28.0,19,3,2,2017
2017-02-02 20:00:00,1759.351,27.0,20,3,2,2017
2017-02-02 21:00:00,1710.516,26.0,21,3,2,2017
2017-02-02 22:00:00,1619.813,25.0,22,3,2,2017
2017-02-02 23:00:00,1533.008,24.0,23,3,2,2017
2017-02-03 00:00:00,1483.741,23.0,0,4,2,2017
2017-02-03 01:00:00,1450.931,22.0,1,4,2,2017
2017-02-03 02:00:00,1439.698,21.0,2,4,2,2017
2017-02-03 03:00:00,1455.309,21.0,3,4,2,2017
2017-02-03 04:00:00,1489.646,20.0,4,4,2,2017
2017-02-03 05:00:00,1573.999,20.0,5,4,2,2017
2017-02-03 06:00:00,1690.495,19.0,6,4,2,2017
2017-02-03 07:00:00,1781.729,19.0,7,4,2,2017
2017-02-03 08:00:00,1801.287,20.0,8,4,2,2017
2017-02-03 09:00:00,1815.427,21.0,9,4,2,2017
2017-02-03 10:00:00,1825.835,23.0,10,4,2,2017
2017-02-03 11:00:00,1795.095,25.0,11,4,2,2017
2017-02-03 12:00:00,1788.604,25.0,12,4,2,2017
2017-02-03 13:00:00,1790.976,25.0,13,4,2,2017
2017-02-03 14:00:00,1776.946,25.0,14,4,2,2017
2017-02-03 15:00:00,1770.41,25.0,15,4,2,2017
2017-02-03 16:00:00,1777.672,24.0,16,4,2,2017
2017-02-03 17:00:00,1798.287,23.0,17,4,2,2017
2017-02-03 18:00:00,1844.831,23.0,18,4,2,2017
2017-02-03 19:00:00,1835.037,22.0,19,4,2,2017
2017-02-03 20:00:00,1772.622,22.0,20,4,2,2017
2017-02-03 21:00:00,1743.552,22.0,21,4,2,2017
2017-02-03 22:00:00,1669.868,21.0,22,4,2,2017
2017-02-03 23:00:00,1581.785,20.0,23,4,2,2017
2017-02-04 00:00:00,1538.913,19.0,0,5,2,2017
2017-02-04 01:00:00,1508.14,18.0,1,5,2,2017
2017-02-04 02:00:00,1485.53,17.0,2,5,2,2017
2017-02-04 03:00:00,1488.73,16.0,3,5,2,2017
2017-02-04 04:00:00,1491.341,15.0,4,5,2,2017
2017-02-04 05:00:00,1539.954,15.0,5,5,2,2017
2017-02-04 06:00:00,1586.956,14.0,6,5,2,2017
2017-02-04 07:00:00,1638.318,14.0,7,5,2,2017
2017-02-04 08:00:00,1664.004,17.0,8,5,2,2017
2017-02-04 09:00:00,1670.787,21.0,9,5,2,2017
2017-02-04 10:00:00,1690.451,24.0,10,5,2,2017
2017-02-04 11:00:00,1683.236,27.0,11,5,2,2017
2017-02-04 12:00:00,1649.955,29.0,12,5,2,2017
2017-02-04 13:00:00,1613.864,30.0,13,5,2,2017
2017-02-04 14:00:00,1588.689,30.0,14,5,2,2017
2017-02-04 15:00:00,1603.612,30.0,15,5,2,2017
2017-02-04 16:00:00,1606.47,30.0,16,5,2,2017
2017-02-04 17:00:00,1655.318,29.0,17,5,2,2017
2017-02-04 18:00:00,1731.072,27.0,18,5,2,2017
2017-02-04 19:00:00,1698.467,26.0,19,5,2,2017
2017-02-04 20:00:00,1692.177,26.0,20,5,2,2017
2017-02-04 21:00:00,1633.753,26.0,21,5,2,2017
2017-02-04 22:00:00,1574.354,25.0,22,5,2,2017
2017-02-04 23:00:00,1493.935,24.0,23,5,2,2017
2017-02-05 00:00:00,1421.997,26.0,0,6,2,2017
2017-02-05 01:00:00,1399.207,27.0,1,6,2,2017
2017-02-05 02:00:00,1373.67,28.0,2,6,2,2017
2017-02-05 03:00:00,1391.188,29.0,3,6,2,2017
2017-02-05 04:00:00,1390.937,30.0,4,6,2,2017
2017-02-05 05:00:00,1397.245,32.0,5,6,2,2017
2017-02-05 06:00:00,1407.286,33.0,6,6,2,2017
2017-02-05 07:00:00,1447.919,34.0,7,6,2,2017
2017-02-05 08:00:00,1482.187,36.0,8,6,2,2017
2017-02-05 09:00:00,1535.347,37.0,9,6,2,2017
2017-02-05 10:00:00,1554.391,37.0,10,6,2,2017
2017-02-05 11:00:00,1565.838,37.0,11,6,2,2017
2017-02-05 12:00:00,1545.504,41.0,12,6,2,2017
2017-02-05 13:00:00,1530.494,42.0,13,6,2,2017
2017-02-05 14:00:00,1527.686,44.0,14,6,2,2017
2017-02-05 15:00:00,1533.511,44.0,15,6,2,2017
2017-02-05 16:00:00,1553.914,45.0,16,6,2,2017
2017-02-05 17:00:00,1607.422,44.0,17,6,2,2017
2017-02-05 18:00:00,1626.336,44.0,18,6,2,2017
2017-02-05 19:00:00,1599.622,43.0,19,6,2,2017
2017-02-05 20:00:00,1557.476,43.0,20,6,2,2017
2017-02-05 21:00:00,1518.076,41.0,21,6,2,2017
2017-02-05 22:00:00,1472.878,40.0,22,6,2,2017
2017-02-05 23:00:00,1411.984,36.0,23,6,2,2017
2017-02-06 00:00:00,1380.857,34.0,0,0,2,2017
2017-02-06 01:00:00,1358.95,32.0,1,0,2,2017
2017-02-06 02:00:00,1347.794,31.0,2,0,2,2017
2017-02-06 03:00:00,1342.08,30.0,3,0,2,2017
2017-02-06 04:00:00,1388.434,31.0,4,0,2,2017
2017-02-06 05:00:00,1466.817,30.0,5,0,2,2017
2017-02-06 06:00:00,1586.315,30.0,6,0,2,2017
2017-02-06 07:00:00,1659.213,30.0,7,0,2,2017
2017-02-06 08:00:00,1666.987,33.0,8,0,2,2017
2017-02-06 09:00:00,1650.331,38.0,9,0,2,2017
2017-02-06 10:00:00,1638.163,42.0,10,0,2,2017
2017-02-06 11:00:00,1619.627,45.0,11,0,2,2017
2017-02-06 12:00:00,1598.79,49.0,12,0,2,2017
2017-02-06 13:00:00,1576.165,51.0,13,0,2,2017
2017-02-06 14:00:00,1549.98,54.0,14,0,2,2017
2017-02-06 15:00:00,1520.858,55.0,15,0,2,2017
2017-02-06 16:00:00,1510.487,54.0,16,0,2,2017
2017-02-06 17:00:00,1559.707,51.0,17,0,2,2017
2017-02-06 18:00:00,1612.331,50.0,18,0,2,2017
2017-02-06 19:00:00,1602.555,49.0,19,0,2,2017
2017-02-06 20:00:00,1567.439,49.0,20,0,2,2017
2017-02-06 21:00:00,1513.829,47.0,21,0,2,2017
2017-02-06 22:00:00,1418.748,48.0,22,0,2,2017
2017-02-06 23:00:00,1336.256,44.0,23,0,2,2017
2017-02-07 00:00:00,1275.229,44.0,0,1,2,2017
2017-02-07 01:00:00,1244.81,44.0,1,1,2,2017
2017-02-07 02:00:00,1213.038,47.0,2,1,2,2017
2017-02-07 03:00:00,1213.876,49.0,3,1,2,2017
2017-02-07 04:00:00,1248.641,50.0,4,1,2,2017
2017-02-07 05:00:00,1330.825,52.0,5,1,2,2017
2017-02-07 06:00:00,1444.514,52.0,6,1,2,2017
2017-02-07 07:00:00,1525.062,52.0,7,1,2,2017
2017-02-07 08:00:00,1551.425,53.0,8,1,2,2017
2017-02-07 09:00:00,1570.514,53.0,9,1,2,2017
2017-02-07 10:00:00,1575.95,55.0,10,1,2,2017
2017-02-07 11:00:00,1581.815,56.0,11,1,2,2017
2017-02-07 12:00:00,1582.536,59.0,12,1,2,2017
2017-02-07 13:00:00,1582.556,62.0,13,1,2,2017
2017-02-07 14:00:00,1571.094,64.0,14,1,2,2017
2017-02-07 15:00:00,1564.726,64.0,15,1,2,2017
2017-02-07 16:00:00,1577.004,63.0,16,1,2,2017
2017-02-07 17:00:00,1632.49,59.0,17,1,2,2017
2017-02-07 18:00:00,1643.26,57.0,18,1,2,2017
2017-02-07 19:00:00,1610.25,57.0,19,1,2,2017
2017-02-07 20:00:00,1564.816,58.0,20,1,2,2017
2017-02-07 21:00:00,1504.391,57.0,21,1,2,2017
2017-02-07 22:00:00,1405.769,55.0,22,1,2,2017
2017-02-07 23:00:00,1320.776,55.0,23,1,2,2017
2017-02-08 00:00:00,1269.571,56.0,0,2,2,2017
2017-02-08 01:00:00,1228.032,55.0,1,2,2,2017
2017-02-08 02:00:00,1202.295,55.0,2,2,2,2017
2017-02-08 03:00:00,1217.773,52.0,3,2,2,2017
2017-02-08 04:00:00,1231.614,52.0,4,2,2,2017
2017-02-08 05:00:00,1303.71,51.0,5,2,2,2017
2017-02-08 06:00:00,1451.448,49.0,6,2,2,2017
2017-02-08 07:00:00,1541.103,49.0,7,2,2,2017
2017-02-08 08:00:00,1565.449,43.0,8,2,2,2017
2017-02-08 09:00:00,1590.373,41.0,9,2,2,2017
2017-02-08 10:00:00,1601.006,43.0,10,2,2,2017
2017-02-08 11:00:00,1606.6,44.0,11,2,2,2017
2017-02-08 12:00:00,1627.837,41.0,12,2,2,2017
2017-02-08 13:00:00,1629.496,40.0,13,2,2,2017
2017-02-08 14:00:00,1613.588,40.0,14,2,2,2017
2017-02-08 15:00:00,1595.828,41.0,15,2,2,2017
2017-02-08 16:00:00,1609.642,40.0,16,2,2,2017
2017-02-08 17:00:00,1659.751,37.0,17,2,2,2017
2017-02-08 18:00:00,1704.123,36.0,18,2,2,2017
2017-02-08 19:00:00,1702.928,34.0,19,2,2,2017
2017-02-08 20:00:00,1662.985,33.0,20,2,2,2017
2017-02-08 21:00:00,1623.235,32.0,21,2,2,2017
2017-02-08 22:00:00,1544.391,31.0,22,2,2,2017
2017-02-08 23:00:00,1464.266,30.0,23,2,2,2017
2017-02-09 00:00:00,1409.336,29.0,0,3,2,2017
2017-02-09 01:00:00,1395.768,28.0,1,3,2,2017
2017-02-09 02:00:00,1372.613,26.0,2,3,2,2017
2017-02-09 03:00:00,1383.936,26.0,3,3,2,2017
2017-02-09 04:00:00,1416.874,25.0,4,3,2,2017
2017-02-09 05:00:00,1508.139,24.0,5,3,2,2017
2017-02-09 06:00:00,1619.807,23.0,6,3,2,2017
2017-02-09 07:00:00,1683.689,22.0,7,3,2,2017
2017-02-09 08:00:00,1713.016,23.0,8,3,2,2017
2017-02-09 09:00:00,1734.852,23.0,9,3,2,2017
2017-02-09 10:00:00,1752.358,24.0,10,3,2,2017
2017-02-09 11:00:00,1764.522,23.0,11,3,2,2017
2017-02-09 12:00:00,1775.572,23.0,12,3,2,2017
2017-02-09 13:00:00,1770.524,22.0,13,3,2,2017
2017-02-09 14:00:00,1751.533,20.0,14,3,2,2017
2017-02-09 15:00:00,1748.106,22.0,15,3,2,2017
2017-02-09 16:00:00,1774.364,19.0,16,3,2,2017
2017-02-09 17:00:00,1818.14,19.0,17,3,2,2017
2017-02-09 18:00:00,1888.058,18.0,18,3,2,2017
2017-02-09 19:00:00,1894.777,17.0,19,3,2,2017
2017-02-09 20:00:00,1856.977,17.0,20,3,2,2017
2017-02-09 21:00:00,1784.389,17.0,21,3,2,2017
2017-02-09 22:00:00,1706.371,17.0,22,3,2,2017
2017-02-09 23:00:00,1623.969,17.0,23,3,2,2017
2017-02-10 00:00:00,1564.085,17.0,0,4,2,2017
2017-02-10 01:00:00,1528.993,17.0,1,4,2,2017
2017-02-10 02:00:00,1522.371,17.0,2,4,2,2017
2017-02-10 03:00:00,1522.856,16.0,3,4,2,2017
2017-02-10 04:00:00,1550.761,16.0,4,4,2,2017
2017-02-10 05:00:00,1619.96,15.0,5,4,2,2017
2017-02-10 06:00:00,1736.687,15.0,6,4,2,2017
2017-02-10 07:00:00,1814.038,14.0,7,4,2,2017
2017-02-10 08:00:00,1835.283,15.0,8,4,2,2017
2017-02-10 09:00:00,1833.091,18.0,9,4,2,2017
2017-02-10 10:00:00,1815.756,20.0,10,4,2,2017
2017-02-10 11:00:00,1805.929,21.0,11,4,2,2017
2017-02-10 12:00:00,1780.531,22.0,12,4,2,2017
2017-02-10 13:00:00,1792.736,23.0,13,4,2,2017
2017-02-10 14:00:00,1783.403,23.0,14,4,2,2017
2017-02-10 15:00:00,1782.108,24.0,15,4,2,2017
2017-02-10 16:00:00,1775.928,25.0,16,4,2,2017
2017-02-10 17:00:00,1773.298,25.0,17,4,2,2017
2017-02-10 18:00:00,1816.819,25.0,18,4,2,2017
2017-02-10 19:00:00,1778.455,26.0,19,4,2,2017
2017-02-10 20:00:00,1753.575,28.0,20,4,2,2017
2017-02-10 21:00:00,1683.707,31.0,21,4,2,2017
2017-02-10 22:00:00,1595.786,34.0,22,4,2,2017
2017-02-10 23:00:00,1509.283,36.0,23,4,2,2017
2017-02-11 00:00:00,1445.731,37.0,0,5,2,2017
2017-02-11 01:00:00,1390.861,38.0,1,5,2,2017
2017-02-11 02:00:00,1368.703,39.0,2,5,2,2017
2017-02-11 03:00:00,1353.515,40.0,3,5,2,2017
2017-02-11 04:00:00,1349.689,41.0,4,5,2,2017
2017-02-11 05:00:00,1369.169,43.0,5,5,2,2017
2017-02-11 06:00:00,1407.565,43.0,6,5,2,2017
2017-02-11 07:00:00,1430.188,44.0,7,5,2,2017
2017-02-11 08:00:00,1480.111,45.0,8,5,2,2017
2017-02-11 09:00:00,1533.167,46.0,9,5,2,2017
2017-02-11 10:00:00,1532.055,49.0,10,5,2,2017
2017-02-11 11:00:00,1517.512,50.0,11,5,2,2017
2017-02-11 12:00:00,1495.299,52.0,12,5,2,2017
2017-02-11 13:00:00,1472.682,52.0,13,5,2,2017
2017-02-11 14:00:00,1442.113,54.0,14,5,2,2017
2017-02-11 15:00:00,1429.022,54.0,15,5,2,2017
2017-02-11 16:00:00,1433.915,53.0,16,5,2,2017
2017-02-11 17:00:00,1472.526,52.0,17,5,2,2017
2017-02-11 18:00:00,1518.248,52.0,18,5,2,2017
2017-02-11 19:00:00,1514.703,51.0,19,5,2,2017
2017-02-11 20:00:00,1493.866,52.0,20,5,2,2017
2017-02-11 21:00:00,1447.215,50.0,21,5,2,2017
2017-02-11 22:00:00,1405.266,48.0,22,5,2,2017
2017-02-11 23:00:00,1333.675,51.0,23,5,2,2017
2017-02-12 00:00:00,1286.896,48.0,0,6,2,2017
2017-02-12 01:00:00,1244.658,47.0,1,6,2,2017
2017-02-12 02:00:00,1215.406,48.0,2,6,2,2017
2017-02-12 03:00:00,1201.772,47.0,3,6,2,2017
2017-02-12 04:00:00,1211.423,48.0,4,6,2,2017
2017-02-12 05:00:00,1231.763,47.0,5,6,2,2017
2017-02-12 06:00:00,1262.928,48.0,6,6,2,2017
2017-02-12 07:00:00,1300.424,52.0,7,6,2,2017
2017-02-12 08:00:00,1329.067,54.0,8,6,2,2017
2017-02-12 09:00:00,1370.139,56.0,9,6,2,2017
2017-02-12 10:00:00,1425.189,57.0,10,6,2,2017
2017-02-12 11:00:00,1429.707,58.0,11,6,2,2017
2017-02-12 12:00:00,1442.704,50.0,12,6,2,2017
2017-02-12 13:00:00,1454.502,45.0,13,6,2,2017
2017-02-12 14:00:00,1437.274,48.0,14,6,2,2017
2017-02-12 15:00:00,1428.807,47.0,15,6,2,2017
2017-02-12 16:00:00,1480.134,45.0,16,6,2,2017
2017-02-12 17:00:00,1545.599,45.0,17,6,2,2017
2017-02-12 18:00:00,1581.548,44.0,18,6,2,2017
2017-02-12 19:00:00,1573.502,40.0,19,6,2,2017
2017-02-12 20:00:00,1570.187,39.0,20,6,2,2017
2017-02-12 21:00:00,1528.704,38.0,21,6,2,2017
2017-02-12 22:00:00,1483.022,36.0,22,6,2,2017
2017-02-12 23:00:00,1401.956,35.0,23,6,2,2017
2017-02-13 00:00:00,1378.669,34.0,0,0,2,2017
2017-02-13 01:00:00,1370.828,32.0,1,0,2,2017
2017-02-13 02:00:00,1346.474,31.0,2,0,2,2017
2017-02-13 03:00:00,1338.14,28.0,3,0,2,2017
2017-02-13 04:00:00,1393.003,30.0,4,0,2,2017
2017-02-13 05:00:00,1464.309,29.0,5,0,2,2017
2017-02-13 06:00:00,1602.211,29.0,6,0,2,2017
2017-02-13 07:00:00,1678.705,30.0,7,0,2,2017
2017-02-13 08:00:00,1710.64,30.0,8,0,2,2017
2017-02-13 09:00:00,1743.39,31.0,9,0,2,2017
2017-02-13 10:00:00,1755.172,32.0,10,0,2,2017
2017-02-13 11:00:00,1770.746,34.0,11,0,2,2017
2017-02-13 12:00:00,1736.262,36.0,12,0,2,2017
2017-02-13 13:00:00,1701.118,37.0,13,0,2,2017
2017-02-13 14:00:00,1669.289,38.0,14,0,2,2017
2017-02-13 15:00:00,1650.048,39.0,15,0,2,2017
2017-02-13 16:00:00,1622.298,38.0,16,0,2,2017
2017-02-13 17:00:00,1659.336,36.0,17,0,2,2017
2017-02-13 18:00:00,1738.38,35.0,18,0,2,2017
2017-02-13 19:00:00,1723.245,34.0,19,0,2,2017
2017-02-13 20:00:00,1706.827,33.0,20,0,2,2017
2017-02-13 21:00:00,1656.681,33.0,21,0,2,2017
2017-02-13 22:00:00,1565.849,32.0,22,0,2,2017
2017-02-13 23:00:00,1479.274,31.0,23,0,2,2017
2017-02-14 00:00:00,1415.394,30.0,0,1,2,2017
2017-02-14 01:00:00,1375.071,27.0,1,1,2,2017
2017-02-14 02:00:00,1362.866,28.0,2,1,2,2017
2017-02-14 03:00:00,1364.513,28.0,3,1,2,2017
2017-02-14 04:00:00,1405.186,28.0,4,1,2,2017
2017-02-14 05:00:00,1476.392,27.0,5,1,2,2017
2017-02-14 06:00:00,1592.651,29.0,6,1,2,2017
2017-02-14 07:00:00,1678.845,30.0,7,1,2,2017
2017-02-14 08:00:00,1692.989,32.0,8,1,2,2017
2017-02-14 09:00:00,1704.167,34.0,9,1,2,2017
2017-02-14 10:00:00,1674.517,40.0,10,1,2,2017
2017-02-14 11:00:00,1639.345,43.0,11,1,2,2017
2017-02-14 12:00:00,1603.222,45.0,12,1,2,2017
2017-02-14 13:00:00,1594.384,48.0,13,1,2,2017
2017-02-14 14:00:00,1565.085,47.0,14,1,2,2017
2017-02-14 15:00:00,1532.297,49.0,15,1,2,2017
2017-02-14 16:00:00,1538.881,48.0,16,1,2,2017
2017-02-14 17:00:00,1559.776,46.0,17,1,2,2017
2017-02-14 18:00:00,1634.173,44.0,18,1,2,2017
2017-02-14 19:00:00,1630.402,42.0,19,1,2,2017
2017-02-14 20:00:00,1598.357,41.0,20,1,2,2017
2017-02-14 21:00:00,1530.918,40.0,21,1,2,2017
2017-02-14 22:00:00,1468.309,39.0,22,1,2,2017
2017-02-14 23:00:00,1389.344,40.0,23,1,2,2017
2017-02-15 00:00:00,1337.374,40.0,0,2,2,2017
2017-02-15 01:00:00,1299.047,40.0,1,2,2,2017
2017-02-15 02:00:00,1268.695,42.0,2,2,2,2017
2017-02-15 03:00:00,1255.634,41.0,3,2,2,2017
2017-02-15 04:00:00,1291.861,41.0,4,2,2,2017
2017-02-15 05:00:00,1368.239,39.0,5,2,2,2017
2017-02-15 06:00:00,1510.28,39.0,6,2,2,2017
2017-02-15 07:00:00,1601.962,34.0,7,2,2,2017
2017-02-15 08:00:00,1628.986,34.0,8,2,2,2017
2017-02-15 09:00:00,1655.833,33.0,9,2,2,2017
2017-02-15 10:00:00,1654.203,33.0,10,2,2,2017
2017-02-15 11:00:00,1680.658,33.0,11,2,2,2017
2017-02-15 12:00:00,1682.513,34.0,12,2,2,2017
2017-02-15 13:00:00,1666.718,32.0,13,2,2,2017
2017-02-15 14:00:00,1675.313,31.0,14,2,2,2017
2017-02-15 15:00:00,1673.762,31.0,15,2,2,2017
2017-02-15 16:00:00,1720.353,30.0,16,2,2,2017
2017-02-15 17:00:00,1728.763,29.0,17,2,2,2017
2017-02-15 18:00:00,1771.716,28.0,18,2,2,2017
2017-02-15 19:00:00,1755.101,28.0,19,2,2,2017
2017-02-15 20:00:00,1714.932,27.0,20,2,2,2017
2017-02-15 21:00:00,1676.112,26.0,21,2,2,2017
2017-02-15 22:00:00,1565.158,26.0,22,2,2,2017
2017-02-15 23:00:00,1494.968,26.0,23,2,2,2017
2017-02-16 00:00:00,1432.27,25.0,0,3,2,2017
2017-02-16 01:00:00,1408.183,25.0,1,3,2,2017
2017-02-16 02:00:00,1393.007,25.0,2,3,2,2017
2017-02-16 03:00:00,1397.061,25.0,3,3,2,2017
2017-02-16 04:00:00,1421.848,25.0,4,3,2,2017
2017-02-16 05:00:00,1505.583,25.0,5,3,2,2017
2017-02-16 06:00:00,1622.071,25.0,6,3,2,2017
2017-02-16 07:00:00,1724.371,24.0,7,3,2,2017
2017-02-16 08:00:00,1732.281,25.0,8,3,2,2017
2017-02-16 09:00:00,1760.28,25.0,9,3,2,2017
2017-02-16 10:00:00,1767.038,25.0,10,3,2,2017
2017-02-16 11:00:00,1772.932,26.0,11,3,2,2017
2017-02-16 12:00:00,1782.487,26.0,12,3,2,2017
2017-02-16 13:00:00,1759.964,29.0,13,3,2,2017
2017-02-16 14:00:00,1755.197,29.0,14,3,2,2017
2017-02-16 15:00:00,1741.379,28.0,15,3,2,2017
2017-02-16 16:00:00,1726.15,28.0,16,3,2,2017
2017-02-16 17:00:00,1771.401,27.0,17,3,2,2017
2017-02-16 18:00:00,1822.071,26.0,18,3,2,2017
2017-02-16 19:00:00,1810.674,25.0,19,3,2,2017
2017-02-16 20:00:00,1788.338,24.0,20,3,2,2017
2017-02-16 21:00:00,1727.175,24.0,21,3,2,2017
2017-02-16 22:00:00,1632.204,24.0,22,3,2,2017
2017-02-16 23:00:00,1550.155,22.0,23,3,2,2017
2017-02-17 00:00:00,1509.216,22.0,0,4,2,2017
2017-02-17 01:00:00,1475.039,22.0,1,4,2,2017
2017-02-17 02:00:00,1456.352,22.0,2,4,2,2017
2017-02-17 03:00:00,1452.475,23.0,3,4,2,2017
2017-02-17 04:00:00,1471.286,23.0,4,4,2,2017
2017-02-17 05:00:00,1534.902,24.0,5,4,2,2017
2017-02-17 06:00:00,1653.85,24.0,6,4,2,2017
2017-02-17 07:00:00,1711.018,25.0,7,4,2,2017
2017-02-17 08:00:00,1721.788,28.0,8,4,2,2017
2017-02-17 09:00:00,1724.342,33.0,9,4,2,2017
2017-02-17 10:00:00,1699.658,36.0,10,4,2,2017
2017-02-17 11:00:00,1678.254,40.0,11,4,2,2017
2017-02-17 12:00:00,1637.454,46.0,12,4,2,2017
2017-02-17 13:00:00,1600.416,49.0,13,4,2,2017
2017-02-17 14:00:00,1578.205,51.0,14,4,2,2017
2017-02-17 15:00:00,1540.068,51.0,15,4,2,2017
2017-02-17 16:00:00,1531.693,53.0,16,4,2,2017
2017-02-17 17:00:00,1524.879,52.0,17,4,2,2017
2017-02-17 18:00:00,1585.371,52.0,18,4,2,2017
2017-02-17 19:00:00,1581.77,49.0,19,4,2,2017
2017-02-17 20:00:00,1564.674,48.0,20,4,2,2017
2017-02-17 21:00:00,1532.066,47.0,21,4,2,2017
2017-02-17 22:00:00,1453.202,46.0,22,4,2,2017
2017-02-17 23:00:00,1374.384,45.0,23,4,2,2017
2017-02-18 00:00:00,1321.924,45.0,0,5,2,2017
2017-02-18 01:00:00,1285.158,44.0,1,5,2,2017
2017-02-18 02:00:00,1255.287,44.0,2,5,2,2017
2017-02-18 03:00:00,1253.188,44.0,3,5,2,2017
2017-02-18 04:00:00,1275.792,44.0,4,5,2,2017
2017-02-18 05:00:00,1294.333,45.0,5,5,2,2017
2017-02-18 06:00:00,1346.36,44.0,6,5,2,2017
2017-02-18 07:00:00,1376.737,46.0,7,5,2,2017
2017-02-18 08:00:00,1414.922,50.0,8,5,2,2017
2017-02-18 09:00:00,1424.187,54.0,9,5,2,2017
2017-02-18 10:00:00,1440.061,57.0,10,5,2,2017
2017-02-18 11:00:00,1423.307,61.0,11,5,2,2017
2017-02-18 12:00:00,1403.222,63.0,12,5,2,2017
2017-02-18 13:00:00,1374.312,65.0,13,5,2,2017
2017-02-18 14:00:00,1363.33,65.0,14,5,2,2017
2017-02-18 15:00:00,1348.111,66.0,15,5,2,2017
2017-02-18 16:00:00,1350.767,64.0,16,5,2,2017
2017-02-18 17:00:00,1375.671,61.0,17,5,2,2017
2017-02-18 18:00:00,1447.807,60.0,18,5,2,2017
2017-02-18 19:00:00,1441.522,58.0,19,5,2,2017
2017-02-18 20:00:00,1412.93,56.0,20,5,2,2017
2017-02-18 21:00:00,1378.21,55.0,21,5,2,2017
2017-02-18 22:00:00,1326.197,53.0,22,5,2,2017
2017-02-18 23:00:00,1246.917,51.0,23,5,2,2017
2017-02-19 00:00:00,1198.265,50.0,0,6,2,2017
2017-02-19 01:00:00,1166.783,50.0,1,6,2,2017
2017-02-19 02:00:00,1144.602,49.0,2,6,2,2017
2017-02-19 03:00:00,1140.068,48.0,3,6,2,2017
2017-02-19 04:00:00,1144.323,46.0,4,6,2,2017
2017-02-19 05:00:00,1155.222,45.0,5,6,2,2017
2017-02-19 06:00:00,1210.347,44.0,6,6,2,2017
2017-02-19 07:00:00,1231.125,46.0,7,6,2,2017
2017-02-19 08:00:00,1277.886,48.0,8,6,2,2017
2017-02-19 09:00:00,1314.11,50.0,9,6,2,2017
2017-02-19 10:00:00,1338.254,54.0,10,6,2,2017
2017-02-19 11:00:00,1331.144,56.0,11,6,2,2017
2017-02-19 12:00:00,1335.051,58.0,12,6,2,2017
2017-02-19 13:00:00,1329.359,61.0,13,6,2,2017
2017-02-19 14:00:00,1321.759,62.0,14,6,2,2017
2017-02-19 15:00:00,1310.049,63.0,15,6,2,2017
2017-02-19 16:00:00,1329.213,62.0,16,6,2,2017
2017-02-19 17:00:00,1363.918,59.0,17,6,2,2017
